cell_id,inspected_at,line,shift,open_voltage_V,capacity_mAh,internal_resistance_mOhm,thickness_mm,weight_g,charge_time_min,chamber_temp_C,chamber_humidity_pct,inspector,result
CELL-01582,2026-05-07 11:54,A라인,주간,3.645,5017.0,19.49,11.027,68.23,63.7,24.5,49.8,정우석,합격
CELL-01583,2026-05-07 13:25,A라인,야간,3.633,4932.2,23.32,11.186,69.2,71.7,21.0,42.3,박정민,합격
CELL-01584,2026-05-07 13:46,B라인,야간,3.682,4757.5,19.93,10.658,67.6,70.4,25.2,42.5,이하영,합격
CELL-01585,2026-05-07 15:10,B라인,야간,3.687,4788.6,11.45,11.167,69.72,73.8,24.2,41.3,김수현,합격
CELL-01586,2026-05-07 15:38,C라인,주간,3.688,4824.4,23.74,10.679,68.72,70.3,23.0,44.8,한서린,합격
CELL-01587,2026-05-07 15:52,C라인,주간,3.714,4752.8,27.23,10.384,71.04,71.5,24.9,39.9,정우석,불합격
CELL-01588,2026-05-07 15:56,B라인,주간,3.681,4879.9,14.3,10.973,69.02,88.9,25.5,36.8,한서린,합격
CELL-01589,2026-05-07 16:05,C라인,주간,3.684,5134.7,26.83,10.98,68.92,77.3,26.0,32.9,박정민,합격
CELL-01590,2026-05-07 18:33,A라인,야간,3.62,4908.8,24.46,10.99,68.74,70.3,22.2,44.8,박정민,합격
CELL-01591,2026-05-07 18:55,A라인,주간,3.666,4851.5,28.24,10.544,70.28,65.8,26.7,42.6,한서린,합격
CELL-01592,2026-05-07 19:51,B라인,주간,3.64,4843.7,22.84,10.834,69.49,67.4,26.0,39.2,김수현,합격
CELL-01593,2026-05-07 20:49,B라인,야간,3.676,4906.4,24.97,11.165,69.06,76.0,23.0,45.3,정우석,합격
CELL-01594,2026-05-08 02:20,B라인,야간,3.642,4563.1,24.27,10.99,70.33,73.9,21.3,60.9,이하영,합격
CELL-01595,2026-05-08 02:43,A라인,주간,3.657,4846.3,17.61,11.073,70.87,72.8,26.5,39.9,김수현,합격
CELL-01596,2026-05-08 04:08,A라인,주간,3.707,5082.8,19.21,10.948,71.37,66.7,26.4,37.4,박정민,합격
CELL-01597,2026-05-08 04:55,B라인,주간,3.67,4862.7,24.35,11.144,71.61,75.4,25.4,48.2,김수현,합격
CELL-01598,2026-05-08 10:06,A라인,야간,3.673,4833.9,16.95,10.89,69.74,74.8,19.1,55.8,김수현,합격
CELL-01599,2026-05-08 10:09,C라인,주간,3.71,4955.1,26.62,10.954,70.9,69.6,29.0,48.5,이하영,합격
CELL-01600,2026-05-08 12:33,B라인,야간,3.717,4852.6,14.92,10.885,70.57,70.9,21.9,51.7,한서린,합격
CELL-01601,2026-05-08 13:13,B라인,야간,3.705,5146.6,27.37,10.929,70.09,68.2,23.8,40.9,박정민,합격
CELL-01602,2026-05-08 13:20,B라인,주간,3.634,4949.8,22.19,10.926,69.88,64.4,21.8,57.8,한서린,합격
CELL-01603,2026-05-08 15:46,B라인,야간,3.695,4934.9,13.39,11.113,71.24,71.9,24.7,54.0,이하영,합격
CELL-01604,2026-05-08 18:20,A라인,주간,3.733,4862.3,21.7,11.145,70.57,73.2,24.9,46.0,한서린,합격
CELL-01605,2026-05-08 19:07,C라인,주간,3.639,4824.9,17.08,10.931,68.92,77.5,27.4,36.8,한서린,합격
CELL-01606,2026-05-08 19:44,A라인,주간,3.726,4813.6,21.45,11.085,70.83,65.7,23.4,45.2,정우석,합격
CELL-01607,2026-05-08 20:26,C라인,주간,3.724,5030.5,24.97,10.838,71.69,71.3,25.5,34.1,정우석,합격
CELL-01608,2026-05-08 21:19,A라인,주간,3.658,4791.6,25.54,11.089,70.76,70.0,25.0,39.5,한서린,합격
CELL-01609,2026-05-08 21:40,B라인,야간,3.667,5006.8,16.19,10.712,69.24,73.9,20.0,54.3,한서린,합격
CELL-01610,2026-05-08 21:48,B라인,야간,3.712,4687.6,23.77,10.907,70.65,71.2,20.4,55.9,한서린,합격
CELL-01611,2026-05-08 22:31,B라인,주간,3.608,4534.2,24.68,10.876,71.73,70.8,24.2,58.7,이하영,불합격
CELL-01612,2026-05-08 23:16,A라인,야간,3.655,4814.1,17.0,10.772,69.93,74.2,25.9,48.3,이하영,합격
CELL-01613,2026-05-09 00:12,B라인,주간,3.627,4792.9,20.65,10.838,71.44,72.1,27.8,36.1,이하영,합격
CELL-01614,2026-05-09 00:19,C라인,주간,3.654,4872.0,22.62,11.052,70.46,68.5,23.6,48.7,정우석,합격
CELL-01615,2026-05-09 02:41,A라인,주간,3.716,5163.0,25.37,11.173,72.3,70.2,19.9,28.4,김수현,합격
CELL-01616,2026-05-09 02:47,A라인,주간,3.693,4744.3,22.8,11.041,68.5,70.8,23.7,44.3,한서린,합격
CELL-01617,2026-05-09 03:59,B라인,주간,3.676,4917.8,26.54,10.804,72.01,80.1,25.2,46.6,김수현,합격
CELL-01618,2026-05-09 04:13,C라인,야간,3.658,5096.0,23.58,10.938,72.57,75.2,18.9,43.8,박정민,합격
CELL-01619,2026-05-09 04:58,B라인,야간,3.665,5262.9,24.54,10.704,70.5,77.2,26.2,49.4,정우석,합격
CELL-01620,2026-05-09 05:08,A라인,야간,3.673,4890.2,21.56,11.152,69.36,68.5,25.9,44.7,이하영,합격
CELL-01621,2026-05-09 06:13,C라인,주간,3.66,5025.4,19.98,11.085,70.5,70.1,27.5,66.0,김수현,합격
CELL-01622,2026-05-09 06:22,A라인,야간,3.699,4728.4,19.17,10.672,71.54,80.0,22.5,35.5,박정민,합격
CELL-01623,2026-05-09 06:37,B라인,주간,3.74,5033.9,14.83,11.242,69.63,82.0,23.8,47.0,정우석,합격
CELL-01624,2026-05-09 06:58,C라인,주간,3.648,5134.0,21.78,10.593,69.21,69.2,26.9,45.8,김수현,합격
CELL-01625,2026-05-09 07:06,A라인,주간,3.64,4885.9,21.96,10.76,69.11,62.1,26.5,38.1,정우석,합격
CELL-01626,2026-05-09 08:07,B라인,야간,3.682,4906.0,26.43,11.542,69.16,64.5,22.9,42.9,김수현,합격
CELL-01627,2026-05-09 10:07,A라인,주간,3.704,5032.8,28.47,11.021,68.11,79.5,22.8,51.0,김수현,합격
CELL-01628,2026-05-09 11:15,C라인,주간,3.699,5083.4,19.93,10.933,69.61,71.2,22.4,48.4,김수현,합격
CELL-01629,2026-05-09 11:32,A라인,주간,3.671,4747.8,12.31,11.13,70.41,61.2,22.3,39.6,김수현,합격
CELL-01630,2026-05-09 11:43,A라인,주간,3.714,4740.0,19.13,10.875,70.06,77.1,24.6,46.5,한서린,합격
CELL-01631,2026-05-09 12:39,B라인,주간,3.677,4975.4,26.05,11.09,69.83,79.3,25.0,48.9,정우석,합격
CELL-01632,2026-05-09 12:45,C라인,야간,3.685,4995.5,23.91,11.05,69.45,73.2,21.5,40.5,이하영,합격
CELL-01633,2026-05-09 13:04,A라인,주간,3.669,4745.7,19.59,11.084,70.8,65.8,28.3,57.9,이하영,합격
CELL-01634,2026-05-09 13:11,A라인,주간,3.69,4887.0,19.36,10.802,69.53,78.0,22.1,60.5,박정민,합격
CELL-01635,2026-05-09 15:20,B라인,야간,3.651,4745.0,17.02,11.065,70.25,66.3,19.8,44.4,박정민,합격
CELL-01636,2026-05-09 16:13,A라인,주간,3.693,4903.7,30.66,11.15,71.32,73.5,26.4,,이하영,합격
CELL-01637,2026-05-09 16:27,C라인,주간,3.69,4873.9,25.44,10.76,70.39,70.5,28.0,49.5,이하영,합격
CELL-01638,2026-05-09 16:43,A라인,주간,3.696,4847.1,22.12,11.069,72.13,72.2,26.0,53.4,이하영,합격
CELL-01639,2026-05-09 17:44,B라인,야간,3.642,4693.0,20.1,11.114,69.2,72.7,22.7,33.0,박정민,합격
CELL-01640,2026-05-09 18:41,C라인,야간,3.702,4843.9,16.05,10.618,70.05,67.5,21.3,41.8,한서린,합격
CELL-01641,2026-05-09 19:30,A라인,주간,3.673,4922.5,21.02,11.369,69.68,61.7,26.3,53.4,정우석,합격
CELL-01642,2026-05-09 19:59,B라인,주간,3.687,4672.4,21.65,11.37,70.24,63.9,24.6,55.8,정우석,합격
CELL-01643,2026-05-09 20:47,B라인,주간,3.701,5036.2,20.96,10.839,70.42,74.6,22.9,53.4,이하영,합격
CELL-01644,2026-05-09 21:21,A라인,주간,3.691,4988.6,22.49,10.96,70.88,63.4,25.3,,김수현,합격
CELL-01645,2026-05-09 22:24,B라인,주간,3.687,5090.9,21.88,11.346,71.75,67.7,26.4,41.8,김수현,합격
CELL-01646,2026-05-09 22:32,A라인,야간,3.65,4789.7,19.39,10.687,69.71,70.6,19.6,41.1,김수현,합격
CELL-01647,2026-05-09 22:53,A라인,주간,3.667,4860.2,24.93,10.982,69.69,57.7,23.6,35.3,이하영,합격
CELL-01648,2026-05-09 23:09,B라인,야간,3.621,5177.9,23.44,10.767,69.19,,21.3,49.6,이하영,합격
CELL-01649,2026-05-10 00:54,B라인,주간,3.667,4784.2,24.73,10.592,70.79,74.5,21.1,34.0,김수현,불합격
CELL-01650,2026-05-10 01:28,B라인,주간,3.675,4950.4,26.81,10.871,71.37,75.0,22.1,46.9,한서린,합격
CELL-01651,2026-05-10 01:42,A라인,야간,3.72,4836.9,19.74,11.02,70.96,64.8,22.0,41.5,이하영,합격
CELL-01652,2026-05-10 03:50,B라인,야간,3.672,5082.1,23.64,11.01,70.68,75.1,22.2,40.5,한서린,합격
CELL-01653,2026-05-10 04:30,A라인,주간,3.626,5002.6,24.72,11.218,70.14,76.6,22.8,49.2,이하영,합격
CELL-01654,2026-05-10 06:36,A라인,주간,3.746,4849.0,22.23,11.296,69.16,60.9,21.5,55.6,박정민,합격
CELL-01655,2026-05-10 06:50,C라인,주간,3.605,4848.8,21.75,11.028,71.06,71.0,22.2,52.2,박정민,합격
CELL-01656,2026-05-10 07:13,B라인,야간,3.619,4859.0,27.37,10.99,71.96,84.9,21.8,55.3,김수현,합격
CELL-01657,2026-05-10 07:50,A라인,야간,3.65,4744.7,21.67,11.174,69.79,81.7,20.8,38.9,이하영,합격
CELL-01658,2026-05-10 07:57,B라인,야간,3.604,4914.6,18.18,10.678,69.64,72.1,24.5,36.8,한서린,합격
CELL-01659,2026-05-10 08:44,A라인,야간,3.662,4915.7,18.03,10.914,71.52,73.9,18.6,40.3,한서린,합격
CELL-01660,2026-05-10 09:08,B라인,주간,3.679,4889.4,24.53,10.974,69.68,77.0,24.0,36.9,정우석,합격
CELL-01661,2026-05-10 09:38,B라인,주간,3.679,4963.7,18.54,10.742,70.98,65.5,22.7,41.3,박정민,합격
CELL-01662,2026-05-10 09:45,A라인,주간,3.713,4975.7,17.2,10.739,70.4,67.1,24.6,46.8,한서린,합격
CELL-01663,2026-05-10 10:27,B라인,주간,3.658,4868.2,22.8,11.239,68.63,62.5,26.2,43.9,박정민,합격
CELL-01664,2026-05-10 11:42,A라인,주간,3.685,4877.9,17.02,10.843,71.59,68.0,20.7,36.4,박정민,합격
CELL-01665,2026-05-10 15:19,B라인,야간,3.615,4790.2,21.12,10.842,70.58,63.5,25.4,46.5,정우석,합격
CELL-01666,2026-05-10 15:23,B라인,주간,3.639,4852.1,20.07,11.01,69.44,71.1,27.6,45.9,김수현,합격
CELL-01667,2026-05-10 16:30,C라인,야간,3.717,4879.5,24.29,11.112,69.91,78.6,20.2,26.0,한서린,합격
CELL-01668,2026-05-10 21:15,B라인,야간,3.686,4863.9,26.5,11.093,68.24,71.7,22.7,39.0,김수현,합격
CELL-01669,2026-05-10 21:27,B라인,주간,3.653,4774.2,17.66,11.254,71.51,69.1,26.8,35.1,이하영,합격
CELL-01670,2026-05-10 21:46,C라인,야간,3.626,4927.2,17.78,11.227,69.58,58.8,21.1,42.5,이하영,합격
CELL-01671,2026-05-10 22:35,A라인,주간,3.672,4791.6,25.7,10.883,69.75,66.4,25.6,42.4,이하영,합격
CELL-01672,2026-05-10 22:50,C라인,야간,3.684,4936.8,21.52,11.153,70.18,61.8,19.2,47.9,박정민,합격
CELL-01673,2026-05-10 23:12,A라인,주간,3.751,4842.8,24.59,10.988,69.54,78.6,23.6,47.3,정우석,합격
CELL-01674,2026-05-11 00:18,A라인,야간,3.659,4767.7,20.59,11.207,69.71,70.4,24.0,43.6,이하영,합격
CELL-01675,2026-05-11 03:58,B라인,야간,3.651,4803.9,25.43,10.755,68.35,74.3,21.1,47.8,박정민,합격
CELL-01676,2026-05-11 04:07,A라인,야간,3.706,5000.0,21.57,10.994,70.63,76.0,22.2,34.7,김수현,합격
CELL-01677,2026-05-11 05:15,B라인,주간,3.643,4752.4,24.88,10.781,70.62,63.8,25.6,,정우석,불합격
CELL-01678,2026-05-11 05:20,B라인,야간,3.63,4716.9,18.01,11.107,71.07,64.9,22.6,26.8,박정민,합격
CELL-01679,2026-05-11 05:34,A라인,주간,3.712,4969.8,23.51,10.763,69.48,78.1,22.6,39.5,김수현,합격
CELL-01680,2026-05-11 05:42,C라인,야간,3.692,4825.0,17.11,10.824,69.23,66.0,21.1,,한서린,합격
CELL-01681,2026-05-11 05:46,A라인,주간,3.738,4834.5,19.23,11.175,70.68,69.4,26.7,48.8,이하영,합격
CELL-01682,2026-05-11 06:13,C라인,야간,3.649,4857.9,27.33,11.065,68.76,67.4,,57.8,이하영,합격
CELL-01683,2026-05-11 07:30,B라인,주간,3.739,4837.9,19.95,11.189,69.71,72.5,23.8,47.7,정우석,합격
CELL-01684,2026-05-11 09:02,A라인,주간,3.707,4988.5,21.25,10.997,69.95,76.1,23.7,47.9,이하영,합격
CELL-01685,2026-05-11 09:12,A라인,야간,3.692,4926.6,19.86,10.961,69.28,78.8,25.4,43.9,정우석,합격
CELL-01686,2026-05-11 09:46,B라인,야간,3.68,4876.3,20.46,11.139,69.23,71.4,19.9,40.4,한서린,합격
CELL-01687,2026-05-11 10:00,A라인,주간,3.717,5056.1,21.69,11.199,71.7,67.3,22.7,40.8,정우석,합격
CELL-01688,2026-05-11 10:33,B라인,야간,3.637,4909.4,21.12,10.844,69.06,74.7,21.4,57.2,정우석,합격
CELL-01689,2026-05-11 10:35,B라인,야간,3.69,5101.4,19.88,10.959,69.83,77.6,20.5,44.2,한서린,합격
CELL-01690,2026-05-11 11:18,C라인,주간,3.684,5011.9,14.48,11.072,73.4,62.7,19.3,44.4,박정민,합격
CELL-01691,2026-05-11 11:46,B라인,야간,3.692,4797.8,11.22,10.892,70.19,79.0,23.7,47.3,박정민,합격
CELL-01692,2026-05-11 12:49,B라인,주간,3.6,4613.9,24.54,11.059,69.95,71.4,26.0,46.2,이하영,합격
CELL-01693,2026-05-11 13:12,B라인,주간,3.657,5062.5,21.75,10.849,68.16,73.2,21.6,49.2,박정민,합격
CELL-01694,2026-05-11 15:06,C라인,야간,3.63,4919.4,21.31,11.161,72.65,56.2,24.1,59.0,정우석,합격
CELL-01695,2026-05-11 16:24,A라인,주간,3.685,4878.8,17.25,10.776,70.56,88.9,25.3,46.5,이하영,합격
CELL-01696,2026-05-11 16:48,A라인,주간,3.66,4912.7,17.17,10.694,70.45,85.3,18.8,39.4,한서린,합격
CELL-01697,2026-05-11 17:05,A라인,주간,3.69,4904.0,26.68,11.155,70.07,62.5,27.0,58.8,한서린,합격
CELL-01698,2026-05-11 18:34,B라인,주간,3.67,5098.3,23.0,10.718,70.51,59.9,27.0,40.6,박정민,합격
CELL-01699,2026-05-11 19:20,A라인,야간,3.663,4909.1,27.54,11.169,71.13,72.4,20.7,47.5,이하영,합격
CELL-01700,2026-05-11 20:34,A라인,주간,3.739,4768.4,27.76,11.018,68.57,63.7,22.5,54.8,정우석,합격
CELL-01701,2026-05-11 22:04,A라인,야간,3.664,4862.5,23.49,10.723,70.88,81.3,24.1,43.0,정우석,합격
CELL-01702,2026-05-12 00:10,B라인,주간,3.749,4806.4,23.32,10.836,70.07,75.4,24.1,42.7,한서린,합격
CELL-01703,2026-05-12 03:57,A라인,주간,3.663,5060.4,28.44,10.797,69.2,59.1,29.7,52.7,박정민,합격
CELL-01704,2026-05-12 03:58,A라인,야간,3.655,5039.5,17.32,11.105,71.26,60.9,20.0,41.3,이하영,합격
CELL-01705,2026-05-12 04:37,B라인,주간,3.652,4681.3,17.45,10.887,70.93,68.3,19.1,51.5,정우석,합격
CELL-01706,2026-05-12 05:04,B라인,주간,3.758,5101.2,19.76,10.561,69.59,63.8,26.2,,이하영,합격
CELL-01707,2026-05-12 05:30,C라인,주간,3.678,5086.1,22.11,11.01,70.35,57.8,25.3,43.9,한서린,합격
CELL-01708,2026-05-12 05:30,C라인,주간,3.652,4596.8,19.53,11.258,70.86,68.5,24.1,57.9,정우석,합격
CELL-01709,2026-05-12 05:40,A라인,주간,3.634,4568.4,21.25,11.293,71.11,69.4,22.9,46.7,한서린,합격
CELL-01710,2026-05-12 05:49,A라인,주간,3.654,5071.7,22.46,11.145,71.09,80.7,25.7,48.2,정우석,합격
CELL-01711,2026-05-12 05:51,A라인,야간,3.664,4753.3,20.68,11.214,69.58,70.1,23.7,33.4,한서린,합격
CELL-01712,2026-05-12 06:28,A라인,주간,3.679,4920.0,20.56,11.26,70.54,69.9,24.8,44.2,정우석,합격
CELL-01713,2026-05-12 06:34,B라인,주간,3.639,4887.6,18.19,10.712,69.48,69.2,24.7,49.2,박정민,합격
CELL-01714,2026-05-12 06:59,B라인,주간,3.706,4830.3,23.54,11.035,70.4,65.6,22.6,42.5,이하영,합격
CELL-01715,2026-05-12 08:10,B라인,주간,3.703,4810.2,22.07,11.198,71.58,69.3,25.0,41.4,한서린,합격
CELL-01716,2026-05-12 10:01,A라인,야간,3.681,4914.2,28.2,10.668,70.52,75.4,22.5,,김수현,합격
CELL-01717,2026-05-12 10:23,B라인,주간,3.745,4890.0,24.62,11.022,70.04,74.0,20.0,43.4,한서린,합격
CELL-01718,2026-05-12 11:18,B라인,야간,3.69,4754.7,20.71,11.292,69.61,73.2,22.2,38.7,김수현,합격
CELL-01719,2026-05-12 11:22,C라인,주간,3.609,4922.8,20.28,11.118,68.25,68.4,21.8,58.8,박정민,합격
CELL-01720,2026-05-12 17:46,A라인,주간,3.696,4946.7,21.54,11.01,71.37,65.3,24.8,53.0,정우석,합격
CELL-01721,2026-05-12 19:49,C라인,주간,3.681,5159.4,15.66,10.793,69.39,66.5,25.0,44.3,한서린,합격
CELL-01722,2026-05-12 20:21,C라인,주간,3.64,5032.5,26.4,11.33,70.53,63.8,22.0,25.1,김수현,합격
CELL-01723,2026-05-12 21:51,B라인,야간,3.655,5030.7,21.35,11.18,70.31,72.4,23.6,44.7,이하영,합격
CELL-01724,2026-05-12 22:45,C라인,주간,3.735,4761.7,19.98,10.886,70.55,71.7,27.9,38.3,한서린,합격
CELL-01725,2026-05-13 00:54,C라인,야간,3.646,4907.0,25.26,10.841,72.4,79.8,22.7,62.9,이하영,합격
CELL-01726,2026-05-13 01:18,C라인,야간,3.662,4874.6,17.38,11.115,69.91,61.4,24.7,52.7,김수현,합격
CELL-01727,2026-05-13 01:18,A라인,주간,3.666,4709.8,21.63,11.102,70.63,65.3,18.7,41.3,정우석,합격
CELL-01728,2026-05-13 02:00,A라인,주간,3.665,4671.5,28.36,10.889,70.34,66.7,21.2,55.6,이하영,불합격
CELL-01729,2026-05-13 02:15,B라인,야간,3.65,5023.8,15.73,10.872,72.6,72.9,23.8,49.8,정우석,합격
CELL-01730,2026-05-13 02:20,A라인,주간,3.735,5049.6,29.2,11.071,70.1,77.1,24.9,45.8,김수현,합격
CELL-01731,2026-05-13 03:35,C라인,야간,3.621,4817.1,22.51,10.824,70.29,72.8,28.1,35.9,김수현,합격
CELL-01732,2026-05-13 04:22,A라인,주간,3.693,5310.5,21.81,11.112,69.58,58.9,23.9,49.4,정우석,합격
CELL-01733,2026-05-13 04:35,A라인,주간,3.674,4720.8,26.48,10.862,69.56,58.6,24.1,56.2,이하영,불합격
CELL-01734,2026-05-13 05:22,C라인,야간,3.613,5123.4,26.88,11.126,69.83,69.2,20.5,51.3,김수현,합격
CELL-01735,2026-05-13 06:27,B라인,야간,3.693,4935.5,15.25,10.807,69.96,74.1,21.1,36.6,한서린,합격
CELL-01736,2026-05-13 06:45,C라인,야간,3.668,5171.6,25.33,10.847,70.34,63.2,20.9,31.9,박정민,합격
CELL-01737,2026-05-13 07:29,A라인,주간,3.66,4786.5,29.23,11.329,70.7,71.1,28.9,39.4,한서린,불합격
CELL-01738,2026-05-13 09:39,B라인,야간,3.675,4935.6,20.55,11.025,69.45,77.5,,46.9,정우석,합격
CELL-01739,2026-05-13 09:59,C라인,주간,3.71,4822.4,27.31,10.888,68.8,66.7,,45.9,이하영,합격
CELL-01740,2026-05-13 11:44,B라인,야간,3.618,4929.4,23.32,10.864,69.77,72.8,18.2,46.1,한서린,합격
CELL-01741,2026-05-13 11:55,C라인,야간,3.713,4836.9,22.74,11.296,69.86,79.9,23.0,41.4,한서린,불합격
CELL-01742,2026-05-13 12:35,A라인,주간,3.684,5015.6,22.68,11.199,70.75,81.3,21.3,57.8,이하영,합격
CELL-01743,2026-05-13 15:12,C라인,주간,3.654,5022.7,24.69,11.125,71.06,70.1,21.0,55.7,이하영,합격
CELL-01744,2026-05-13 15:52,A라인,주간,3.741,5004.9,12.53,11.005,70.97,68.8,23.7,48.0,이하영,합격
CELL-01745,2026-05-13 18:02,C라인,야간,3.658,4945.1,19.98,11.001,70.01,70.6,21.6,55.1,한서린,합격
CELL-01746,2026-05-13 19:01,A라인,야간,3.642,5031.4,21.37,11.319,69.6,82.2,25.9,39.6,한서린,합격
CELL-01747,2026-05-13 19:17,A라인,주간,3.634,4929.0,18.13,11.348,70.05,67.9,28.8,50.9,한서린,합격
CELL-01748,2026-05-13 20:24,B라인,주간,3.616,4718.3,22.6,11.4,68.39,65.7,22.4,49.6,정우석,합격
CELL-01749,2026-05-14 00:09,B라인,주간,3.703,4938.6,20.15,10.784,69.14,75.4,24.7,41.2,정우석,합격
CELL-01750,2026-05-14 00:40,C라인,주간,3.687,4903.1,19.52,11.03,69.42,70.3,27.6,45.3,정우석,합격
CELL-01751,2026-05-14 00:44,B라인,주간,3.604,5079.2,22.21,11.175,70.99,60.5,23.2,45.1,한서린,합격
CELL-01752,2026-05-14 01:47,A라인,주간,3.665,4944.4,20.81,11.083,70.03,76.7,25.3,52.1,박정민,합격
CELL-01753,2026-05-14 02:57,C라인,주간,3.617,5100.2,16.92,10.827,68.98,66.5,23.7,47.1,이하영,합격
CELL-01754,2026-05-14 04:14,A라인,야간,3.637,4659.1,25.71,11.096,70.81,64.9,17.6,49.3,정우석,불합격
CELL-01755,2026-05-14 04:22,A라인,주간,3.713,5201.5,21.5,10.976,70.27,71.3,25.4,53.3,김수현,합격
CELL-01756,2026-05-14 05:39,C라인,주간,3.691,5101.9,21.57,11.063,69.87,63.1,24.7,41.8,정우석,합격
CELL-01757,2026-05-14 06:00,A라인,주간,3.631,5036.9,16.86,11.397,69.84,78.0,23.1,22.1,김수현,합격
CELL-01758,2026-05-14 06:56,B라인,주간,3.683,4930.5,19.78,11.188,72.44,63.5,24.0,35.8,이하영,합격
CELL-01759,2026-05-14 07:12,B라인,야간,3.717,4853.2,23.41,10.91,70.19,72.0,18.8,27.6,이하영,합격
CELL-01760,2026-05-14 07:19,A라인,야간,3.755,4788.4,20.16,10.837,69.55,56.4,21.4,50.8,김수현,합격
CELL-01761,2026-05-14 08:03,A라인,주간,3.719,4982.0,11.88,10.692,71.79,82.7,24.3,43.2,박정민,합격
CELL-01762,2026-05-14 08:40,A라인,주간,3.733,5027.7,24.96,11.018,71.91,80.0,25.4,41.6,이하영,합격
CELL-01763,2026-05-14 11:05,C라인,주간,3.748,4955.7,22.07,11.009,69.35,75.1,27.9,27.0,한서린,합격
CELL-01764,2026-05-14 11:11,B라인,주간,3.698,4712.1,23.42,10.65,69.31,74.5,27.2,53.8,정우석,합격
CELL-01765,2026-05-14 11:14,A라인,주간,3.685,4817.0,26.84,11.046,70.85,75.5,26.8,33.5,박정민,합격
CELL-01766,2026-05-14 12:55,B라인,야간,3.74,5008.7,24.49,10.735,71.01,69.8,21.7,49.8,김수현,합격
CELL-01767,2026-05-14 13:36,A라인,주간,3.714,5022.6,20.8,10.627,69.65,68.1,20.0,59.3,박정민,합격
CELL-01768,2026-05-14 14:40,C라인,야간,3.586,4814.5,15.32,10.931,69.8,65.5,25.7,44.6,김수현,합격
CELL-01769,2026-05-14 15:45,A라인,주간,3.628,4861.6,21.65,11.203,70.34,70.0,22.2,38.5,박정민,합격
CELL-01770,2026-05-14 16:13,B라인,야간,3.715,4925.3,16.68,10.977,69.47,62.0,18.7,45.9,이하영,합격
CELL-01771,2026-05-14 16:56,C라인,주간,3.74,4617.1,23.93,11.209,69.47,69.8,23.4,39.0,김수현,합격
CELL-01772,2026-05-14 17:05,A라인,야간,3.672,4744.0,23.33,11.089,69.47,73.4,20.7,48.6,정우석,합격
CELL-01773,2026-05-14 17:57,B라인,주간,3.654,4673.3,21.38,10.982,71.18,65.1,24.0,45.1,정우석,합격
CELL-01774,2026-05-14 18:21,B라인,야간,3.701,4885.0,28.85,10.894,71.55,63.4,21.8,49.9,이하영,합격
CELL-01775,2026-05-14 18:24,C라인,야간,3.667,4922.5,22.83,11.309,69.8,70.0,19.9,38.5,이하영,합격
CELL-01776,2026-05-14 21:36,A라인,야간,3.696,4815.3,20.18,11.039,70.48,82.9,23.0,50.9,한서린,합격
CELL-01777,2026-05-14 22:08,A라인,주간,3.684,4994.7,23.59,10.789,70.39,76.8,25.5,42.9,김수현,합격
CELL-01778,2026-05-14 22:39,B라인,주간,3.68,5245.2,23.58,11.182,71.5,82.8,26.8,57.1,김수현,합격
CELL-01779,2026-05-15 02:08,C라인,야간,3.643,4763.4,19.49,10.895,69.46,74.5,21.0,45.3,이하영,합격
CELL-01780,2026-05-15 02:46,C라인,야간,3.673,4997.7,25.65,10.958,69.78,76.4,22.5,33.9,이하영,합격
CELL-01781,2026-05-15 04:06,C라인,주간,3.673,4816.9,24.42,10.998,71.72,67.5,26.5,34.8,이하영,합격
CELL-01782,2026-05-15 05:06,A라인,주간,3.652,5117.9,21.24,10.721,70.43,73.1,21.7,43.2,김수현,합격
CELL-01783,2026-05-15 06:25,C라인,야간,3.701,4740.2,29.13,10.858,69.3,61.2,22.5,57.7,김수현,불합격
CELL-01784,2026-05-15 07:22,C라인,주간,3.702,4765.6,25.7,10.868,71.79,72.2,28.0,38.8,이하영,합격
CELL-01785,2026-05-15 08:01,A라인,야간,3.628,4897.8,13.66,11.098,71.49,72.7,22.1,54.2,이하영,합격
CELL-01786,2026-05-15 08:30,A라인,야간,3.71,5053.1,17.07,10.866,69.81,69.8,21.2,42.9,박정민,합격
CELL-01787,2026-05-15 11:04,A라인,야간,3.639,4804.3,21.89,11.037,67.88,59.6,17.4,45.5,박정민,합격
CELL-01788,2026-05-15 11:18,B라인,주간,3.653,5012.3,24.72,11.067,71.57,69.0,23.3,36.5,한서린,합격
CELL-01789,2026-05-15 12:25,A라인,주간,3.672,4934.9,21.81,10.563,72.07,61.8,23.3,58.2,박정민,합격
CELL-01790,2026-05-15 12:56,A라인,야간,3.719,4892.3,27.63,11.272,70.11,71.3,25.2,45.4,이하영,합격
